wallet_id,onboard_date,user_class,state,gender,region,last_trans_date,first_trans_date,days_since_last_txn,days_to_first_txn,tenure_days,age,total_txn_count,total_tpv,avg_tpv,txn_count_30d,tpv_30d,avg_txn_value_30d,txn_count_90d,tpv_90d,avg_txn_value_90d,txn_trend,tpv_trend,avg_days_between_txn,pos_share,transfer_share,digital_service_share,loan_share,deposit_share,total_commission,success_rate,churn_flag
f7ed35a5-08f3-4cee-af10-d46d1c686198,"November 22, 2024",App User,Rivers,Female,South South,"December 16, 2024, 13:55","November 25, 2024, 09:45",332,21,356,0,22,"5,060",230,0,0,0,0,0,0,0,0,1,0,0,0.73,0,0.27,"166,980",1,1
d7acda4f-b1a4-44ee-b7ef-d87f32bff2ba,"February 11, 2023",App User,Gombe,,North,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c00d14db-e454-4f30-99a1-478d448af67a,"February 11, 2023",App User,Ebonyi,,South East,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,600",0,1
9ebde84b-53bd-4696-bead-cfeb79236a43,"June 22, 2023",Terminal User,Lagos,Female,Lagos,"November 7, 2025, 09:20","July 10, 2023, 18:02",6,851,875,0,"1,421","18,252,052","12,844.51",43,"358,400","8,334.88",182,"1,602,850","8,806.87",0.24,0.22,0.6,0.0063,0.0035,0.93,0,0.057,"183,569,043",0.9,0
9929ca3b-6dbf-450d-80c9-b9f0c72bef5a,"February 11, 2023",App User,Lagos,Female,Lagos,"November 8, 2023, 16:18","February 2, 2023, 12:20",736,279,"1,006",36,"1,295","45,011,594.89","34,757.99",0,0,0,0,0,0,0,0,0.21,0.59,0.24,0.17,0,0.0015,"3,496,500",0.86,1
f933d79a-188e-4b1b-a644-794610297a9d,"January 25, 2025",App User,Ogun,Female,South West,"May 25, 2025, 07:49","May 22, 2025, 07:33",172,3,292,0,16,"8,120",507.5,0,0,0,0,0,0,0,0,0.2,0,0,0.81,0,0.19,"5,088",1,1
50cf8213-063c-4c59-98fd-4b5d64335318,"February 11, 2023",Terminal User,Niger,,North,"October 25, 2023, 09:38","January 11, 2023, 12:35",750,287,"1,006",38,226,"1,574,892.8","6,968.55",0,0,0,0,0,0,0,0,1.03,0.54,0.43,0.031,0,0,"35,708",0.85,1
25e4ea1b-3ccc-4d49-8034-4c968fb172bb,"April 9, 2022",App User,Oyo,,South West,"November 9, 2022, 16:38","July 22, 2022, 12:14","1,100",110,"1,314",0,876,"8,668,690.08","9,895.76",0,0,0,0,0,0,0,0,0.13,0.62,0.31,0.062,0,0,"29,127,000",0.94,1
14ae8adb-f97a-47f7-a19c-1e7c3c4ef5a6,"December 8, 2024",App User,Sokoto,Male,North,"December 8, 2024, 14:04","December 8, 2024, 14:04",340,0,340,0,1,"9,980","9,980",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
a253ff7b-8d4c-4bf2-b535-635532e81307,"February 19, 2025",App User,,Female,Other,,,,,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92f5eacd-c0a4-4ac4-b682-5e6f15e37b76,"February 11, 2023",Terminal User,Lagos,Female,Lagos,"July 9, 2025, 01:16","January 11, 2023, 16:56",127,910,"1,006",48,"3,403","76,987,331.81","22,623.37",0,0,0,0,0,0,0,0,0.26,0.13,0.044,0.65,0,0.17,"170,150",0.94,1
7cfa0abe-4378-4d4b-9800-317be52ee505,"December 26, 2024",App User,Plateau,Male,North,"February 9, 2025, 19:51","January 11, 2025, 09:42",277,29,322,0,5,"33,550","6,710",0,0,0,0,0,0,0,0,7.25,0,0,0.6,0,0.4,"131,250",1,1
b64d4557-0dbc-42f1-9903-88b21f6637e2,"October 26, 2023",App User,Ekiti,Female,South West,,,,,749,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21bbff4d-df4c-49aa-82a2-dcbc6caa7ab7,"July 17, 2023",Terminal User,Ogun,Female,South West,"December 11, 2023, 14:01","July 24, 2023, 17:51",703,140,850,24,261,"2,923,016","11,199.3",0,0,0,0,0,0,0,0,0.54,0.54,0.3,0.061,0,0.1,"9,239,400",0.8,1
81a2081e-aa4b-4532-852f-bf2a1d4c4d67,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dc6fffb4-e08f-4ebf-9cbc-aa9e0a09884d,"May 25, 2023",App User,Lagos,,Lagos,,,,,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170d263a-1c3c-4949-b15b-63aa0ab406fd,"February 11, 2023",Terminal User,Kano,Female,North,"July 19, 2024, 12:54","February 11, 2023, 23:30",482,524,"1,006",38,130,"6,191,215","47,624.73",0,0,0,0,0,0,0,0,2.5,0.43,0.39,0.12,0,0.062,"585,000",0.88,1
b50eea88-4eca-4e86-9316-2a556db2770b,"September 7, 2024",App User,,Male,Other,,,,,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50869ec6-41d0-4910-8eb4-cab6a382cae4,"April 25, 2023",App User,Lagos,,Lagos,"June 13, 2023, 11:05","April 28, 2023, 18:00",884,46,933,0,26,"24,890",957.31,0,0,0,0,0,0,0,0,1.84,0,0.19,0.54,0,0.27,"65,520",1,1
144a968e-3314-4c7a-8bff-fbd0ed4321db,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,360",0,1
e3988bda-a4fa-480b-93d7-0b2190867d28,"October 8, 2023",App User,Ondo,Female,South West,"November 10, 2025, 16:19","October 23, 2023, 18:31",1,749,767,0,"3,051","94,979,587","31,130.64",202,"6,607,951","32,712.63",486,"17,382,529","35,766.52",0.42,0.38,0.25,0,0.024,0.78,0,0.2,"704,573,532",0.93,0
56577daa-0476-43d1-b1cf-ad06d2e5c151,"February 11, 2023",App User,Lagos,,Lagos,"May 11, 2023, 18:27","January 11, 2023, 11:05",917,120,"1,006",0,23,"573,000","24,913.04",0,0,0,0,0,0,0,0,4,0,0.83,0,0,0.17,69,0.7,1
f10ca6e8-4eb8-42e3-a43f-2f4450018e23,"December 9, 2022",App User,Ogun,,South West,"March 15, 2023, 11:26","December 16, 2022, 10:52",974,89,"1,070",0,70,"1,164,412","16,634.46",0,0,0,0,0,0,0,0,1.29,0.61,0.16,0.23,0,0,"1,186,500",0.79,1
113ff929-dd09-49c6-a138-23bce469ce92,"February 11, 2023",App User,Anambra,Female,South East,"November 12, 2025, 18:20","January 11, 2023, 11:24",1,"1,036","1,006",0,"8,439","37,139,019.67","4,400.88",122,"495,177","4,058.83",444,"1,575,512.5","3,548.45",0.27,0.31,0.12,0,0.05,0.78,0,0.17,"9,024,118,065",0.95,0
054de507-ce89-4084-a073-b3ff3f4955a3,"February 11, 2023",App User,FCT Abuja,,North,"September 29, 2023, 22:59","January 13, 2023, 14:13",776,259,"1,006",35,729,"11,943,305","16,383.13",0,0,0,0,0,0,0,0,0.31,0,0.038,0.8,0,0.16,0,0.95,1
ce8a6ab6-78d5-4324-8d15-aa0526949133,"November 4, 2024",App User,Lagos,Male,Lagos,,,,,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f63f293-80bf-4b36-beee-af6d28cd5a36,"February 11, 2023",App User,Ogun,,South West,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,950",0,1
efb5925b-6050-4572-8404-65a8735701a6,"February 11, 2023",App User,Rivers,Female,South South,"November 12, 2025, 05:07","January 12, 2023, 15:14",1,"1,035","1,006",0,504,"3,726,080.96","7,393.02",46,"810,350","17,616.3",92,"991,082","10,772.63",0.5,0.82,1.99,0,0.11,0.59,0,0.3,"2,415,672",0.89,0
613cc18c-e7cf-44b1-bf08-6699ad66936b,"November 17, 2023",App User,Ogun,Female,South West,"November 14, 2024, 14:41","November 17, 2023, 15:59",364,363,727,37,631,"3,642,240","5,772.17",0,0,0,0,0,0,0,0,0.58,0,0.4,0.2,0,0.39,"121,492,740",0.94,1
ce27827d-e34d-440b-a51c-70f3b9929b70,"April 28, 2022",App User,Oyo,,South West,,,,,"1,295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc074830-8280-4feb-afd4-3d81dc982e68,"February 21, 2024",App User,FCT Abuja,Male,North,,,,,631,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe4820bc-e49b-4d51-85aa-00148e257a76,"February 11, 2023",App User,Imo,Female,South East,"May 8, 2023, 21:42","January 25, 2023, 15:11",920,103,"1,006",34,28,"95,450","3,408.93",0,0,0,0,0,0,0,0,3.07,0,0.11,0.82,0,0.071,"458,920",0.75,1
66d5c6b0-45ba-4776-b911-2c924b09577f,"February 11, 2023",App User,Oyo,Male,South West,"January 17, 2024, 16:27","January 16, 2023, 12:56",666,366,"1,006",35,19,"85,850","4,518.42",0,0,0,0,0,0,0,0,18.39,0,0.11,0.84,0,0.053,"29,355",0.89,1
25ca032a-ed7c-4b0b-9855-ed21154b13c7,"December 12, 2024",App User,Kaduna,Female,North,"May 31, 2025, 13:21","December 12, 2024, 18:34",166,170,336,0,132,"61,760",467.88,0,0,0,0,0,0,0,0,1.3,0,0,0.94,0,0.061,"729,696",0.94,1
ccccaf36-396e-40b5-8d54-db7a59a604a7,"February 11, 2023",Terminal User,Nasarawa,Female,Other,"August 7, 2025, 11:06","January 16, 2023, 20:24",98,934,"1,006",0,"1,234","7,334,006.09","5,943.28",0,0,0,0,0,0,0,0,0.71,0.42,0.36,0.2,0,0.016,"38,713,048",0.82,1
90d47612-5fcc-4489-aa97-11dc4efecea9,"April 22, 2022",Terminal User,Oyo,,South West,"April 12, 2023, 12:56","April 30, 2022, 16:41",946,347,"1,301",0,"1,446","11,747,777.09","8,124.33",0,0,0,0,0,0,0,0,0.24,0.72,0.24,0.035,0,0.0062,"72,300",0.91,1
28a9ec9b-1418-4e0d-8f3d-58b713d5cc27,"April 11, 2022",App User,Ogun,,South West,"January 31, 2023, 21:17","April 16, 2022, 08:18","1,017",290,"1,312",0,114,"609,669","5,347.97",0,0,0,0,0,0,0,0,2.57,0.16,0.35,0.38,0,0.11,"1,057,122",0.95,1
cf6ad5db-bf69-4da9-9b59-a06dc389ca74,"February 11, 2023",Terminal User,Anambra,Male,South East,"November 11, 2025, 10:06","January 11, 2023, 08:03",2,"1,035","1,006",0,"1,829","134,653,519.06","73,621.39",20,"626,650","31,332.5",61,"1,763,600","28,911.48",0.33,0.36,0.55,0.013,0.16,0.64,0,0.19,"146,301,710",0.94,0
8e3c28f6-eeab-4410-9802-394d78c55261,"February 11, 2023",App User,Enugu,,South East,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8be3307c-2e3c-416b-8e88-945625ba3278,"September 13, 2023",App User,Ogun,Male,South West,"February 5, 2024, 12:28","September 13, 2023, 19:30",647,145,792,26,2,"1,000",500,0,0,0,0,0,0,0,0,145,0,0,0.5,0,0.5,"3,000",1,1
4200562a-daab-497d-9444-e767b0ec17f7,"March 21, 2025",App User,Edo,Male,South South,"March 29, 2025, 10:28","March 29, 2025, 10:19",229,0,237,0,2,200,100,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,600,1,1
663a3aa4-124d-46b2-888a-5415dc967172,"February 11, 2023",Terminal User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 18:40",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,824",0,1
06729eec-db38-4376-a327-307f7f686367,"February 11, 2023",App User,Oyo,Male,South West,"October 15, 2025, 07:26","January 11, 2023, 10:42",29,"1,008","1,006",0,"1,849","8,361,644","4,522.25",2,"6,500","3,250",19,"80,390","4,231.05",0.11,0.08,0.53,0,0.11,0.54,0,0.35,"16,641,000",0.95,0
6188ad3d-2928-46f5-8b4c-0cabb035f26f,"December 27, 2023",Terminal User,Ogun,Male,South West,"October 7, 2024, 22:18","December 27, 2023, 18:16",402,285,687,25,286,"21,799,292","76,221.3",0,0,0,0,0,0,0,0,1,0.39,0.49,0,0,0.12,0,0.9,1
4014095e-fd1e-49d9-a76c-bbad128a6485,"February 11, 2023",App User,Osun,Male,South West,"April 2, 2025, 19:48","January 16, 2023, 09:29",225,807,"1,006",53,"1,080","5,775,047.64","5,347.27",0,0,0,0,0,0,0,0,0.72,0,0.021,0.88,0,0.095,"1,962,360",0.92,1
56686820-f8b1-4a4e-add3-ba5ee5e1925e,"December 9, 2022",App User,Ogun,,South West,"January 18, 2023, 14:00","December 15, 2022, 14:06","1,030",34,"1,070",0,20,"76,202","3,810.1",0,0,0,0,0,0,0,0,1.79,0.5,0.3,0.1,0,0.1,"9,000",0.85,1
2a5084f0-296a-4d90-8916-345d9c859368,"December 4, 2023",App User,Rivers,Female,South South,,,,,710,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06d9f728-4137-4ea6-99b2-f637bc0aaa19,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,900",0,1
d55ce228-a3c5-4c13-85ba-700d84c1eb05,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,250",0,1
930c49fa-36f2-41e6-ad1e-bd44267d2c2c,"February 11, 2023",App User,Lagos,,Lagos,"June 17, 2023, 22:35","January 12, 2023, 20:34",880,156,"1,006",0,28,"21,750",776.79,0,0,0,0,0,0,0,0,1.33,0,0.11,0.54,0,0.36,"371,840",0.93,1
17e0fc67-c0c1-4812-bdf1-3b27afb34f97,"December 12, 2023",App User,Lagos,Male,Lagos,,,,,702,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fc1417ca-4d17-498b-bb10-32758d387cd1,"December 1, 2023",App User,Nasarawa,Male,Other,"May 7, 2025, 22:10","December 1, 2023, 14:25",190,523,713,53,430,"2,195,398","5,105.58",0,0,0,0,0,0,0,0,1.22,0.28,0.38,0.2,0,0.15,"6,751,000",0.81,1
1f69fc97-f100-4469-b3e1-a43dc29e6d41,"November 17, 2022",Terminal User,Oyo,,South West,"December 16, 2022, 15:30","November 17, 2022, 16:22","1,063",29,"1,092",0,61,"367,635.55","6,026.81",0,0,0,0,0,0,0,0,0.48,0.69,0.3,0,0,0.016,0,0.75,1
3d932957-a863-4322-b9b5-7ecec3efd5fd,"February 11, 2023",Terminal User,Rivers,Female,South South,"October 14, 2024, 11:08","January 16, 2023, 13:13",395,637,"1,006",36,"5,509","369,215,942.31","67,020.5",0,0,0,0,0,0,0,0,0.1,0.59,0.23,0.13,0,0.057,0,0.88,1
f9e14cc0-445a-4749-83fa-f9760e0cc7b4,"August 9, 2023",App User,,,Other,"September 13, 2023, 20:33","August 10, 2023, 11:38",792,34,827,39,71,"155,939","2,196.32",0,0,0,0,0,0,0,0,0.49,0.21,0.61,0.17,0,0.014,"31,240",0.52,1
8a681ddf-48ac-422b-ba54-db4771f37286,"April 22, 2023",Terminal User,Kaduna,Male,North,"March 5, 2024, 11:45","April 22, 2023, 23:52",618,318,936,43,"2,536","210,314,005.83","82,931.39",0,0,0,0,0,0,0,0,0.13,0.012,0.6,0.016,0,0.37,"393,460,400",0.89,1
f85368df-6242-4e29-9d8c-7780eeccf82f,"February 21, 2024",App User,Abia,Male,South East,,,,,631,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7489f0ed-6c5b-4d07-b13e-2150fe33782d,"February 11, 2023",App User,Ondo,Female,South West,"November 12, 2025, 14:26","January 11, 2023, 09:32",1,"1,036","1,006",0,"6,575","36,127,709.04","5,494.71",166,"1,248,500","7,521.08",467,"2,698,240","5,777.82",0.36,0.46,0.15,0,0.0002,0.95,0,0.049,"2,794,868,125",0.92,0
3c54b4d4-0c3d-42b9-970e-081e2a8e0aef,"February 11, 2023",Terminal User,Enugu,,South East,"May 2, 2023, 22:22","January 31, 2023, 18:58",926,91,"1,006",0,171,"1,368,283","8,001.65",0,0,0,0,0,0,0,0,0.42,0.68,0.25,0.076,0,0,"911,430",0.89,1
25b61226-8aa1-4b31-b4c9-dc1a620b6ade,"February 11, 2023",App User,Lagos,Female,Lagos,"April 15, 2024, 17:40","January 11, 2023, 17:40",577,460,"1,006",34,112,"5,164,398.75","46,110.7",0,0,0,0,0,0,0,0,3.83,0,0.14,0.71,0,0.15,0,0.83,1
9ebb4fec-7ba3-4071-a61c-b345b5977b2a,"February 11, 2023",App User,Imo,,South East,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,860",0,1
bcf5e70b-67f6-4c87-ae99-a44c6ed501fb,"February 11, 2023",Terminal User,Enugu,Male,South East,"November 12, 2025, 09:14","January 11, 2023, 07:15",1,"1,036","1,006",0,"3,721","36,159,554.69","9,717.7",93,"647,940","6,967.1",375,"3,429,865","9,146.31",0.25,0.19,0.25,0.19,0.019,0.74,0,0.052,"3,013,217,427",0.91,0
4151e710-8646-42ae-8868-a57498c6780e,"January 16, 2024",App User,,Male,Other,,,,,667,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a74e723-8477-4b3e-bc13-2eb2b3a40ac7,"February 11, 2023",App User,Ogun,Male,South West,"April 22, 2025, 10:33","February 11, 2023, 23:30",205,801,"1,006",50,3,"1,200",400,0,0,0,0,0,0,0,0,44,0,0,1,0,0,"284,622",1,1
5c0c8dcf-fe83-453b-a3a5-2fcf43153a24,"October 9, 2025",App User,Enugu,Male,South East,,,,,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfe1fce6-34ae-418a-93b3-7ea2bbfb7d49,"July 11, 2024",Terminal User,Nasarawa,Male,Other,"August 30, 2024, 19:21","July 11, 2024, 22:45",440,50,490,0,92,"1,297,410","14,102.28",0,0,0,0,0,0,0,0,0.55,0.51,0.41,0,0,0.076,0,0.83,1
34dd549d-b98c-45d4-9da8-d2e025b4d0a0,"February 11, 2023",App User,Lagos,Male,Lagos,"November 12, 2025, 18:28","January 12, 2023, 08:11",1,"1,035","1,006",0,"1,465","1,496,789.55","1,021.7",47,"38,680",822.98,97,"81,251.55",837.64,0.48,0.48,0.69,0,0.024,0.78,0,0.2,"2,705,855",0.91,0
aebe3797-e24d-47bc-bcee-e3733944d9bd,"February 11, 2023",Terminal User,Lagos,,Lagos,"July 18, 2023, 05:10","January 11, 2023, 11:11",849,188,"1,006",0,898,"88,089,812.42","98,095.56",0,0,0,0,0,0,0,0,0.15,0.49,0.29,0.21,0,0,"4,036,510",0.85,1
248a9015-98ac-4361-ae47-7c77327bb788,"February 11, 2023",App User,Kaduna,,North,"March 13, 2023, 00:41","February 11, 2023, 23:30",976,29,"1,006",0,11,"987,351","89,759.18",0,0,0,0,0,0,0,0,0.2,0,0.55,0.091,0,0.36,33,0.91,1
c6e2ce64-abd6-4435-aaad-feb40b931c69,"February 11, 2023",Terminal User,Osun,Male,South West,"March 4, 2025, 10:55","February 11, 2023, 23:30",254,752,"1,006",23,527,"4,248,727.88","8,062.1",0,0,0,0,0,0,0,0,1.36,0.55,0.33,0.053,0,0.065,"5,263,149",0.75,1
21a3f98c-970a-43b8-a778-c83fc18f8173,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,400",0,1
d7774b8e-1878-491b-8029-a82d3f19c80d,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bed45494-cd46-4559-b9cc-7c43d5d8fad7,"November 30, 2023",Terminal User,Akwa Ibom,Male,South South,"July 23, 2024, 07:04","December 7, 2023, 09:34",478,229,714,46,429,"5,237,160.8","12,207.83",0,0,0,0,0,0,0,0,0.54,0.41,0.28,0.31,0,0,"4,788,927",0.72,1
0c2cdeb1-8798-4eb7-a34e-b92812bc4ef1,"February 11, 2023",App User,Benue,,North,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
e3272725-cef2-444d-a8f4-a25f1e652e28,"August 12, 2024",App User,Lagos,Male,Lagos,"August 20, 2024, 12:32","August 13, 2024, 09:16",450,7,458,0,20,"66,900","3,345",0,0,0,0,0,0,0,0,0.37,0,0.1,0.65,0,0.25,"147,800",0.95,1
df47abea-b29e-48c5-8617-1c7f13e6af4b,"February 11, 2023",App User,Kano,,North,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000",0,1
adbe1fe9-b038-43b8-a9c0-9e9c720321dc,"September 23, 2024",Terminal User,Ondo,Male,South West,"August 27, 2025, 21:40","September 28, 2024, 13:18",78,333,416,0,"2,509","95,501,475.44","38,063.56",0,0,0,1,9,9,0,0,0.13,0.13,0.09,0.57,0,0.21,"143,013",0.9,1
01414957-4b55-48f8-9482-cd92d485db99,"October 4, 2022",Terminal User,Rivers,,South South,"February 10, 2023, 21:37","October 8, 2022, 17:46","1,007",125,"1,136",0,54,"1,297,289","24,023.87",0,0,0,0,0,0,0,0,2.36,0.2,0.37,0.22,0,0.2,"26,460",0.93,1
83b8560f-fdd7-4972-8e21-18d2bd656a31,"May 27, 2022",App User,FCT Abuja,,North,"June 13, 2022, 21:04","June 13, 2022, 17:00","1,249",0,"1,266",0,2,"2,450","1,225",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9daeeb3b-c9db-4dbd-8a53-ee96a8e50591,"May 27, 2022",App User,FCT Abuja,,North,,,,,"1,266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827e21eb-f405-4911-8376-08303909172d,"May 20, 2022",Terminal User,Oyo,,South West,"November 30, 2022, 14:52","May 21, 2022, 18:16","1,079",193,"1,273",0,618,"2,841,685","4,598.2",0,0,0,0,0,0,0,0,0.31,0.44,0.23,0.32,0,0.0032,"50,299,020",0.93,1
f934b8c7-b764-4173-a23b-1df74118d0e8,"March 5, 2025",App User,Lagos,Female,Lagos,"May 1, 2025, 18:52","May 1, 2025, 18:52",196,0,253,0,1,"5,000","5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
6d05eea5-777e-4289-898c-b7428c341be2,"May 27, 2022",App User,FCT Abuja,,North,"June 9, 2022, 18:27","June 8, 2022, 18:39","1,253",1,"1,266",0,3,"10,750","3,583.33",0,0,0,0,0,0,0,0,0.5,0.33,0,0.67,0,0,0,1,1
50ea259c-ccfe-4ca9-9868-9d78d89175f1,"February 11, 2023",App User,Lagos,,Lagos,"March 31, 2023, 17:14","January 11, 2023, 21:12",958,79,"1,006",0,14,"39,800","2,842.86",0,0,0,0,0,0,0,0,3.31,0,0.5,0.5,0,0,"614,250",0.93,1
639bb271-e6ee-4e1a-a949-d5d302443159,"February 23, 2024",App User,Ekiti,Male,South West,"June 12, 2024, 08:55","February 23, 2024, 12:33",519,110,629,23,27,"31,810","1,178.15",0,0,0,0,0,0,0,0,4.23,0,0.63,0.15,0,0.22,"13,770",0.81,1
d6c4096d-5c8a-4ae1-b501-7731ee640df3,"February 11, 2023",Terminal User,Lagos,Female,Lagos,"October 14, 2024, 21:10","January 11, 2023, 11:34",395,642,"1,006",46,"6,779","93,864,074.46","13,846.3",0,0,0,0,0,0,0,0,0.09,0.44,0.27,0.11,0,0.17,"3,891,146",0.88,1
c704f70d-4c26-49ad-b297-0774cc34a4c7,"December 18, 2024",App User,Lagos,Male,Lagos,"December 18, 2024, 20:04","December 18, 2024, 20:04",330,0,330,0,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
4e17c0f2-26e5-4f5e-b7b5-5e2727c0335a,"February 11, 2023",App User,Osun,Male,South West,"November 12, 2025, 08:24","January 11, 2023, 08:07",1,"1,036","1,006",0,"2,115","10,078,813.5","4,765.4",100,"233,900","2,339",308,"774,459","2,514.48",0.32,0.3,0.47,0,0.0057,0.82,0,0.18,"64,932,615",0.96,0
b07ef14a-cce5-4d33-aec7-1fd8e49dbd56,"November 2, 2023",App User,Kaduna,Male,North,"December 6, 2023, 07:18","December 6, 2023, 07:18",708,0,742,29,1,"1,100","1,100",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
c7a334bb-bf4f-4c50-ad86-a59ad9337875,"May 17, 2023",App User,Lagos,,Lagos,,,,,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77ef331a-8753-4023-893c-e30ed54186a5,"May 3, 2025",App User,,Male,Other,,,,,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e9ee76ce-6818-417d-bd45-93436365cd1b,"May 24, 2022",App User,Kano,,North,,,,,"1,269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348d50c2-a786-454c-baa4-7ae531c5458d,"February 11, 2023",App User,Kano,,North,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32dcd0fe-5bb7-4306-9b39-8ea70bb9c7ad,"September 29, 2023",App User,Kwara,Male,South West,"November 24, 2023, 20:20","October 16, 2023, 15:45",720,39,776,23,21,"230,210","10,962.38",0,0,0,0,0,0,0,0,1.95,0,0.43,0.38,0,0.19,"144,900",1,1
4a6e84fb-f973-4211-ab08-bef4b11d7bf5,"February 11, 2023",App User,Kano,,North,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1a0036dc-0965-4b56-b97e-bbfcf1d3e648,"February 11, 2023",Terminal User,Lagos,Male,Lagos,"July 13, 2024, 09:28","January 11, 2023, 09:15",488,549,"1,006",52,"14,108","122,165,554.91","8,659.31",0,0,0,0,0,0,0,0,0.04,0.67,0.31,0.028,0,0.0001,"148,613,672",0.91,1
8f90c2ea-169f-49d9-86dd-ccab2e9f573b,"February 11, 2023",App User,Lagos,Male,Lagos,"September 22, 2025, 08:47","January 11, 2023, 09:49",52,985,"1,006",0,"3,059","11,969,011.76","3,912.72",0,0,0,15,"19,500","1,300",0,0,0.31,0.0003,0.002,0.86,0,0.13,"168,070,637",0.93,0
bd255605-8ae9-44a9-b67c-67b49576cff8,"January 10, 2025",App User,Rivers,Male,South South,"January 10, 2025, 14:47","January 10, 2025, 14:47",307,0,307,0,1,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
