CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
5168,36,Male,49,12,9,20,Standard,Annual,884,28,1
5169,24,Female,48,3,7,27,Basic,Monthly,701,23,1
5170,53,Female,27,30,2,11,Standard,Annual,383,22,1
5171,24,Male,1,22,6,10,Premium,Annual,935,25,1
5172,37,Male,37,7,9,10,Basic,Monthly,383,10,1
5173,24,Female,21,9,6,16,Standard,Quarterly,858,10,1
5174,60,Male,11,3,3,26,Standard,Annual,807,25,1
5175,56,Male,26,28,1,11,Basic,Quarterly,482,6,1
5176,18,Male,7,25,10,30,Standard,Annual,448,1,1
5177,62,Female,38,11,5,29,Standard,Monthly,747,19,1
5178,56,Male,17,7,7,30,Standard,Annual,345,20,1
5179,60,Male,55,1,2,27,Standard,Quarterly,937,6,1
5180,22,Male,55,18,4,7,Standard,Annual,794,6,1
5181,30,Male,19,29,7,30,Basic,Quarterly,653,15,1
5182,23,Female,26,15,10,11,Premium,Quarterly,472,5,1
5183,18,Male,8,16,6,30,Basic,Monthly,327,16,1
5184,52,Male,45,19,1,4,Premium,Annual,406,30,1
5185,55,Male,38,6,4,22,Basic,Quarterly,980,12,1
5186,38,Male,27,20,10,18,Standard,Quarterly,759,30,1
5187,51,Male,60,22,1,1,Standard,Annual,815,13,1
5188,53,Female,31,9,1,13,Standard,Quarterly,955,16,1
5189,38,Male,45,1,1,22,Standard,Monthly,297,4,1
5190,46,Female,49,24,4,5,Basic,Annual,934,26,1
5191,22,Male,16,19,6,24,Basic,Quarterly,593,9,1
5192,35,Female,15,13,6,30,Premium,Monthly,832,23,1
5193,25,Male,58,4,6,3,Premium,Monthly,902,18,1
5194,35,Male,59,11,10,28,Basic,Quarterly,316,8,1
5195,65,Female,59,22,8,25,Basic,Monthly,116,15,1
5196,34,Male,1,5,1,7,Premium,Quarterly,650,11,0
5197,56,Male,11,21,10,2,Standard,Quarterly,699,16,1
5198,18,Female,6,24,4,22,Premium,Annual,276,4,1
5199,56,Male,24,2,7,27,Premium,Monthly,289,15,1
5200,40,Male,11,2,0,23,Premium,Annual,599,20,1
5201,49,Female,10,2,10,10,Standard,Annual,924,21,1
5202,18,Male,27,26,4,9,Premium,Monthly,316,13,1
5203,39,Male,23,28,4,7,Standard,Quarterly,980,23,1
5204,54,Male,55,29,1,17,Basic,Annual,356,13,1
5205,48,Male,10,16,9,0,Basic,Monthly,640,17,1
5206,25,Female,9,2,5,12,Basic,Monthly,714,4,1
5207,60,Male,53,29,4,14,Premium,Quarterly,734,30,1
5208,26,Female,12,24,0,30,Premium,Quarterly,974,24,1
5209,19,Male,53,23,1,3,Standard,Quarterly,454,8,1
5210,47,Female,52,28,0,10,Basic,Monthly,618,25,1
5211,60,Female,42,18,0,20,Premium,Quarterly,704,16,1
5212,37,Female,26,29,3,4,Basic,Monthly,393,26,1
5213,30,Male,6,27,1,14,Basic,Annual,761,20,0
5214,52,Female,1,15,5,20,Basic,Annual,559,25,1
5215,40,Male,46,13,5,4,Basic,Monthly,733,22,1
5216,30,Female,51,3,5,30,Basic,Annual,941,17,1
5217,47,Male,52,13,9,0,Standard,Quarterly,758,29,1
5218,47,Male,42,10,5,18,Basic,Quarterly,892,27,1
5219,60,Male,14,26,4,28,Basic,Monthly,998,2,1
5220,18,Male,4,30,8,5,Basic,Quarterly,560,21,1
5221,33,Female,39,19,2,15,Standard,Annual,219,2,1
5222,64,Male,33,1,7,26,Premium,Monthly,339,18,1
5223,18,Male,13,11,8,21,Standard,Quarterly,783,3,1
5224,22,Male,28,1,2,6,Basic,Monthly,410,29,1
5225,50,Female,35,16,9,20,Standard,Monthly,413,30,1
5226,44,Male,47,15,7,6,Basic,Quarterly,482,28,1
5227,21,Female,26,30,4,15,Premium,Annual,159,7,1
5228,39,Male,2,17,8,1,Premium,Quarterly,250,17,1
5229,41,Male,1,15,6,20,Premium,Quarterly,904,5,1
5230,48,Male,7,9,4,18,Standard,Quarterly,171,18,1
5231,53,Female,38,9,9,9,Basic,Monthly,427,11,1
5232,47,Female,50,27,3,24,Basic,Quarterly,389,25,1
5233,63,Male,26,25,0,11,Standard,Annual,903,3,1
5234,31,Female,33,17,6,6,Premium,Monthly,752,21,1
5235,18,Male,4,4,5,11,Standard,Monthly,820,25,1
5236,53,Female,8,1,7,11,Premium,Annual,443,30,1
5237,32,Male,26,26,8,22,Standard,Monthly,821,21,1
5238,28,Male,6,3,7,27,Premium,Quarterly,447,23,1
5239,34,Male,37,24,6,5,Standard,Monthly,917,24,1
5240,23,Male,18,19,9,24,Basic,Annual,480,22,1
5241,54,Female,56,29,5,1,Standard,Annual,391,3,1
5242,33,Male,56,18,1,26,Standard,Monthly,974,18,1
5243,51,Male,13,9,9,17,Basic,Monthly,796,5,1
5244,56,Male,40,16,3,19,Standard,Monthly,320,25,1
5245,38,Male,1,11,10,17,Standard,Quarterly,889,14,1
5246,28,Male,11,13,1,29,Standard,Quarterly,889,15,1
5247,41,Male,1,15,3,22,Basic,Monthly,895,5,1
5248,32,Male,15,9,6,10,Premium,Quarterly,793,5,1
5249,20,Male,24,18,7,0,Standard,Quarterly,885,21,1
5250,52,Female,51,27,9,0,Premium,Quarterly,677,15,1
5251,28,Female,12,22,4,1,Premium,Monthly,111,19,1
5252,26,Female,43,4,10,14,Standard,Annual,464,18,1
5253,18,Female,50,4,10,0,Basic,Monthly,580,11,1
5254,37,Male,5,10,6,20,Standard,Annual,377,29,1
5255,54,Male,33,17,5,25,Premium,Quarterly,234,9,1
5256,58,Male,5,17,2,10,Basic,Monthly,310,26,1
5257,30,Female,34,26,3,8,Standard,Annual,721,1,0
5258,52,Male,46,6,0,11,Premium,Monthly,986,13,1
5259,20,Female,53,5,7,28,Premium,Quarterly,559,14,1
5260,35,Female,10,7,6,28,Basic,Annual,978,17,1
5261,20,Female,40,12,6,28,Standard,Monthly,179,25,1
5262,48,Female,30,10,5,13,Basic,Monthly,723,2,1
5263,35,Female,13,14,9,29,Standard,Monthly,180,22,1
5264,32,Female,38,23,9,9,Standard,Quarterly,732,11,1
5265,37,Male,8,8,8,1,Standard,Monthly,752,12,1
5266,21,Male,2,21,1,25,Basic,Quarterly,462,25,1
5267,19,Female,39,24,5,11,Basic,Annual,693,2,1
5268,34,Male,19,21,6,21,Premium,Annual,516,12,1
5269,40,Male,12,4,9,28,Standard,Monthly,961,29,1
5270,63,Female,54,28,6,29,Premium,Monthly,297,9,1
5271,43,Female,47,11,4,26,Premium,Quarterly,763,21,1
5272,61,Female,18,13,1,18,Basic,Annual,745,17,1
5273,40,Female,57,7,6,26,Premium,Quarterly,536,25,1
5274,48,Male,57,19,10,22,Basic,Quarterly,349,21,1
5275,32,Male,12,15,3,6,Basic,Annual,923,12,0
5276,51,Male,34,1,5,9,Basic,Annual,549,5,1
5277,59,Male,20,23,0,19,Premium,Quarterly,886,23,1
5278,61,Male,18,22,6,22,Basic,Annual,601,7,1
5279,50,Female,45,3,9,3,Basic,Annual,953,5,1
5280,48,Male,3,23,4,25,Premium,Monthly,545,27,1
5281,57,Female,60,10,10,18,Basic,Quarterly,517,24,1
5282,55,Male,18,19,7,1,Basic,Annual,248,11,1
5283,25,Male,41,23,5,4,Premium,Monthly,351,21,1
5284,59,Female,34,1,3,20,Basic,Annual,960,20,1
5285,62,Male,39,14,9,6,Standard,Annual,589,10,1
5286,29,Male,2,15,6,11,Premium,Annual,606,17,1
5287,46,Male,50,27,9,13,Premium,Monthly,719,23,1
5288,46,Male,48,14,6,17,Basic,Monthly,681,27,1
5289,36,Male,21,22,4,21,Standard,Monthly,393,10,1
5290,32,Male,12,25,4,20,Basic,Monthly,566,26,1
5291,33,Male,30,25,9,22,Standard,Monthly,191,28,1
5292,55,Male,3,29,5,12,Basic,Quarterly,311,26,1
5293,60,Female,30,13,1,28,Basic,Quarterly,963,16,1
5294,59,Female,21,13,8,19,Standard,Quarterly,858,27,1
5295,56,Female,44,9,3,7,Premium,Monthly,941,28,1
5296,20,Female,28,15,7,7,Premium,Quarterly,215,12,1
5297,37,Male,8,1,1,28,Standard,Annual,863,7,1
5298,62,Female,44,26,4,14,Basic,Annual,515,22,1
5299,34,Female,14,30,4,6,Standard,Monthly,338,21,1
5300,20,Male,14,10,4,21,Premium,Monthly,561,1,1
5301,18,Male,10,19,6,7,Standard,Quarterly,252,10,1
5302,49,Male,54,9,1,21,Standard,Annual,700,4,1
5303,53,Male,27,18,7,25,Standard,Annual,647,17,1
5304,42,Male,20,23,5,2,Basic,Monthly,385,4,1
5305,64,Male,37,26,9,1,Standard,Annual,725,15,1
5306,61,Female,48,1,1,9,Standard,Monthly,184,9,1
5307,21,Female,2,29,7,4,Premium,Quarterly,280,28,1
5308,50,Male,13,19,10,16,Premium,Annual,850,29,1
5309,31,Male,35,24,9,5,Premium,Annual,131,30,1
5310,27,Male,40,25,2,11,Premium,Quarterly,788,5,0
5311,38,Female,41,8,10,15,Basic,Quarterly,135,19,1
5312,46,Male,57,26,1,9,Basic,Quarterly,730,5,0
5313,24,Female,23,4,9,17,Premium,Monthly,899,27,1
5314,65,Male,47,1,1,29,Standard,Monthly,963,19,1
5315,25,Female,56,28,4,4,Basic,Monthly,767,21,1
5316,51,Male,49,13,3,23,Standard,Monthly,130,14,1
5317,45,Female,54,10,2,24,Premium,Monthly,131,5,1
5318,22,Female,28,20,6,29,Basic,Quarterly,758,13,1
5319,51,Female,25,1,3,16,Premium,Annual,765,29,1
5320,59,Female,56,26,5,25,Standard,Monthly,515,3,1
5321,56,Male,18,18,2,25,Premium,Quarterly,817,11,1
5322,45,Male,7,10,4,26,Basic,Monthly,831,13,1
5323,28,Female,2,8,10,18,Standard,Monthly,426,13,1
5324,60,Male,48,17,0,2,Premium,Monthly,163,1,1
5325,30,Female,50,10,8,26,Premium,Annual,429,30,1
5326,51,Female,32,4,10,15,Premium,Quarterly,979,20,1
5327,46,Male,11,9,10,30,Basic,Monthly,807,26,1
5328,26,Male,56,22,0,24,Premium,Monthly,282,1,1
5329,42,Female,14,17,3,18,Premium,Quarterly,647,23,1
5330,54,Male,53,23,8,11,Standard,Quarterly,927,2,1
5331,25,Male,53,5,3,3,Standard,Quarterly,942,30,1
5332,38,Male,11,26,10,27,Basic,Quarterly,400,27,1
5333,37,Male,22,26,4,19,Basic,Annual,170,26,1
5334,46,Female,1,23,10,29,Basic,Quarterly,211,22,1
5335,36,Male,5,1,3,25,Standard,Annual,457,18,1
5336,26,Female,46,25,2,15,Standard,Annual,575,21,1
5337,33,Female,56,5,6,15,Basic,Monthly,593,16,1
5338,26,Male,20,11,1,8,Basic,Monthly,676,7,1
5339,34,Male,36,3,4,3,Standard,Annual,579,23,1
5340,27,Male,42,23,8,8,Standard,Annual,862,6,1
5341,54,Male,43,14,9,17,Basic,Monthly,494,20,1
5342,53,Female,4,17,3,16,Standard,Quarterly,429,25,1
5343,52,Male,14,5,4,14,Premium,Annual,650,7,1
5344,33,Male,56,4,4,5,Basic,Monthly,509,12,1
5345,43,Female,36,21,5,1,Premium,Quarterly,358,21,1
5346,32,Male,31,18,4,4,Premium,Quarterly,769,9,1
5347,56,Male,23,8,3,18,Premium,Annual,560,2,1
5348,38,Female,19,9,1,27,Premium,Monthly,152,29,1
5349,36,Female,52,13,6,26,Standard,Quarterly,610,10,1
5350,53,Male,56,7,7,25,Basic,Quarterly,910,30,1
5351,31,Male,13,13,2,16,Premium,Annual,870,11,0
5352,23,Male,28,22,6,5,Standard,Annual,175,28,1
5353,41,Male,34,30,1,3,Premium,Quarterly,257,2,1
5354,20,Male,32,10,1,26,Premium,Annual,828,30,1
5355,26,Female,57,26,1,21,Premium,Annual,479,12,1
5356,53,Male,60,28,4,22,Standard,Monthly,770,20,1
5357,53,Male,5,22,0,28,Premium,Monthly,645,20,1
5358,58,Male,25,13,10,13,Standard,Annual,374,28,1
5359,54,Male,24,9,8,14,Standard,Quarterly,851,18,1
5360,59,Male,49,21,0,13,Premium,Annual,937,7,1
5361,46,Male,25,18,3,22,Standard,Annual,119,22,1
5362,18,Male,22,29,3,9,Basic,Quarterly,416,11,1
5363,33,Male,36,1,9,16,Premium,Quarterly,863,27,1
5364,56,Male,7,23,10,7,Standard,Quarterly,190,26,1
5365,54,Male,4,16,2,28,Premium,Annual,941,15,1
5366,38,Male,59,16,5,26,Basic,Quarterly,106,22,1
5367,35,Male,33,17,2,10,Standard,Quarterly,691,7,0
5368,23,Female,39,1,10,17,Basic,Monthly,555,23,1
5369,52,Male,56,7,8,1,Standard,Monthly,425,21,1
5370,62,Female,39,7,1,26,Standard,Annual,505,25,1
5371,43,Female,60,11,1,4,Standard,Quarterly,421,5,1
5372,60,Female,18,2,10,15,Premium,Quarterly,135,12,1
5373,59,Male,29,24,4,18,Standard,Annual,439,6,1
5374,60,Female,27,6,7,25,Basic,Monthly,671,26,1
5375,46,Male,9,20,1,16,Basic,Quarterly,273,16,1
5376,30,Male,30,25,5,4,Premium,Quarterly,160,26,1
5377,61,Female,59,12,3,29,Standard,Monthly,364,24,1
5378,20,Male,44,17,3,28,Basic,Annual,543,24,1
5379,53,Male,19,17,2,18,Premium,Monthly,936,17,1
5380,31,Female,57,30,4,26,Standard,Quarterly,371,2,1
5381,63,Male,13,1,6,25,Standard,Monthly,539,14,1
5382,62,Male,22,5,2,6,Basic,Monthly,116,19,1
5383,49,Male,36,6,7,11,Basic,Monthly,171,4,1
5384,36,Male,36,2,5,15,Premium,Monthly,717,10,1
5385,33,Female,32,19,2,12,Premium,Quarterly,735,6,0
5386,23,Female,40,22,10,22,Standard,Quarterly,141,11,1
5387,22,Male,37,12,8,14,Premium,Monthly,532,8,1
5388,48,Female,9,23,3,27,Standard,Annual,989,16,1
5389,46,Female,29,27,2,9,Standard,Monthly,506,24,1
5390,65,Female,33,4,4,25,Premium,Monthly,654,29,1
5391,31,Male,25,20,2,18,Standard,Monthly,604,24,1
5392,37,Male,51,21,8,0,Basic,Monthly,677,6,1
5393,54,Male,4,4,4,25,Premium,Monthly,238,20,1
5394,63,Male,26,15,5,30,Basic,Annual,950,26,1
5395,25,Female,6,20,2,14,Basic,Annual,318,10,1
5396,38,Male,30,13,3,2,Basic,Monthly,706,22,1
5397,46,Male,24,8,7,13,Premium,Monthly,805,8,1
5398,40,Female,9,13,2,2,Standard,Annual,292,11,1
5399,64,Male,30,19,2,8,Premium,Quarterly,460,27,1
5400,34,Male,17,27,8,9,Premium,Annual,454,8,1
5401,19,Male,57,29,1,26,Basic,Monthly,228,17,1
5402,30,Male,1,3,8,2,Premium,Quarterly,186,6,1
5403,63,Female,55,27,2,21,Basic,Annual,589,12,1
5404,41,Male,21,15,1,22,Standard,Quarterly,993,4,1
5405,61,Male,31,30,0,12,Standard,Monthly,425,24,1
5406,26,Male,34,18,1,10,Basic,Quarterly,157,17,1
5407,31,Female,56,24,9,12,Premium,Quarterly,504,8,1
5408,31,Male,43,29,0,18,Premium,Monthly,523,14,1
5409,50,Female,15,12,6,23,Basic,Quarterly,728,10,1
5410,33,Female,26,6,7,14,Standard,Quarterly,128,4,1
5411,48,Female,58,24,8,4,Premium,Annual,882,6,1
5412,26,Male,2,26,0,10,Standard,Quarterly,742,25,0
5413,47,Male,31,14,3,26,Premium,Annual,438,11,1
5414,24,Male,38,6,9,4,Basic,Monthly,916,26,1
5415,41,Male,16,19,3,16,Standard,Quarterly,796,27,0
5416,63,Female,13,22,9,1,Standard,Quarterly,760,6,1
5417,46,Female,11,29,6,22,Premium,Quarterly,493,1,1
5418,59,Male,24,12,9,2,Basic,Annual,635,14,1
5419,24,Female,31,22,10,17,Basic,Annual,126,15,1
5420,41,Male,30,13,3,2,Standard,Monthly,694,9,1
5421,50,Female,56,1,5,25,Premium,Quarterly,151,2,1
5422,61,Female,3,4,8,27,Premium,Monthly,775,16,1
5423,55,Male,8,1,7,10,Premium,Annual,945,29,1
5424,18,Female,57,10,6,27,Standard,Annual,261,6,1
5425,46,Male,53,2,9,6,Basic,Monthly,101,23,1
5426,45,Female,49,10,5,5,Premium,Annual,448,28,1
5427,64,Female,18,18,2,0,Standard,Annual,886,24,1
5428,30,Male,20,4,9,22,Basic,Quarterly,838,5,1
5429,56,Female,1,12,1,16,Premium,Quarterly,804,29,1
5430,21,Male,42,23,8,7,Standard,Monthly,819,9,1
5431,19,Female,52,7,1,24,Standard,Annual,407,14,1
5432,23,Male,53,2,7,6,Premium,Quarterly,587,15,1
5433,59,Male,41,27,10,1,Basic,Monthly,346,17,1
5434,52,Female,50,19,7,6,Premium,Annual,753,21,1
5435,47,Female,24,17,7,17,Premium,Monthly,256,18,1
5436,21,Male,19,25,9,0,Premium,Monthly,454,6,1
5437,62,Male,41,5,2,3,Premium,Quarterly,106,12,1
5438,20,Male,30,30,7,20,Premium,Quarterly,131,8,1
5439,23,Female,51,20,3,13,Premium,Annual,952,16,1
5440,27,Female,28,12,1,22,Premium,Annual,503,18,1
5441,45,Male,56,14,3,27,Basic,Annual,749,16,1
5442,28,Male,32,26,4,24,Standard,Quarterly,673,30,1
5443,61,Female,6,23,7,28,Premium,Quarterly,931,11,1
5444,18,Female,49,8,6,27,Premium,Quarterly,594,16,1
5445,46,Male,41,30,9,30,Standard,Annual,971,14,1
5446,40,Female,42,28,3,20,Basic,Quarterly,254,20,1
5447,26,Female,20,3,8,23,Basic,Quarterly,193,11,1
5448,33,Female,22,16,10,0,Standard,Annual,967,19,1
5449,65,Female,14,19,6,0,Standard,Quarterly,211,19,1
5450,24,Female,55,20,10,23,Premium,Annual,385,13,1
5451,48,Male,60,6,1,1,Basic,Quarterly,951,25,0
5452,46,Male,34,24,5,12,Standard,Annual,343,26,1
5453,53,Male,22,5,2,10,Basic,Monthly,897,23,1
5454,21,Male,48,22,5,13,Basic,Monthly,239,23,1
5455,47,Male,50,23,0,15,Standard,Annual,132,8,1
5456,40,Male,15,11,9,2,Basic,Annual,494,4,1
5457,49,Male,41,19,8,28,Premium,Annual,122,6,1
5458,60,Male,16,12,1,27,Premium,Quarterly,358,28,1
5459,34,Male,57,21,4,9,Premium,Monthly,220,1,1
5460,25,Male,50,20,5,22,Basic,Monthly,988,6,1
5461,31,Female,55,26,10,1,Basic,Annual,463,28,1
5462,43,Male,58,25,5,13,Basic,Monthly,327,24,1
5463,39,Male,5,24,4,19,Premium,Annual,335,5,1
5464,44,Female,14,5,10,15,Standard,Quarterly,216,23,1
5465,42,Female,8,5,4,9,Basic,Annual,677,21,1
5466,28,Male,19,9,7,28,Basic,Monthly,228,12,1
5467,53,Female,20,13,0,9,Premium,Annual,487,24,1
5468,52,Male,45,11,7,28,Standard,Monthly,675,3,1
5469,55,Female,13,15,1,19,Standard,Annual,493,2,1
5470,25,Male,3,28,10,14,Basic,Annual,170,22,1
5471,41,Female,32,7,7,14,Standard,Annual,515,17,1
5472,31,Male,14,27,4,22,Basic,Monthly,702,24,1
5473,19,Male,25,5,8,9,Standard,Quarterly,364,16,1
5474,50,Male,58,26,3,2,Premium,Monthly,369,26,1
5475,48,Male,54,29,6,18,Basic,Quarterly,519,10,1
5476,61,Male,59,21,4,27,Basic,Monthly,225,30,1
5477,53,Male,40,30,7,8,Standard,Annual,499,5,1
5478,48,Male,31,6,6,26,Standard,Quarterly,749,14,1
5479,59,Male,52,24,7,9,Standard,Annual,808,2,1
5480,63,Female,4,19,2,14,Standard,Annual,142,21,1
5481,23,Male,59,26,10,19,Premium,Monthly,358,11,1
5482,39,Male,23,7,7,9,Basic,Monthly,479,8,1
5483,28,Female,34,6,10,26,Standard,Annual,264,27,1
5484,58,Female,4,11,3,24,Basic,Quarterly,392,8,1
5485,33,Male,33,26,8,19,Premium,Monthly,418,13,1
5486,40,Male,20,30,10,1,Premium,Quarterly,579,6,1
5487,43,Male,8,30,5,22,Basic,Monthly,753,30,1
5488,45,Male,48,16,1,7,Basic,Annual,927,29,0
5489,34,Male,22,6,0,29,Basic,Annual,958,1,1
5490,50,Male,34,21,8,19,Standard,Quarterly,901,16,1
5491,49,Female,32,30,1,13,Standard,Quarterly,906,18,1
5492,33,Male,2,22,7,4,Premium,Quarterly,815,14,1
5493,39,Female,10,22,6,30,Standard,Quarterly,896,15,1
5494,40,Male,58,13,6,8,Premium,Annual,467,23,1
5495,48,Female,45,6,8,9,Premium,Annual,541,4,1
5496,36,Male,12,7,6,9,Premium,Quarterly,254,17,1
5497,26,Male,57,22,9,16,Basic,Quarterly,924,22,1
5498,25,Female,33,13,5,25,Basic,Monthly,898,16,1
5499,29,Female,28,7,1,30,Premium,Quarterly,902,12,1
5500,37,Female,19,2,5,1,Premium,Quarterly,111,7,1
5501,23,Male,2,15,0,7,Standard,Quarterly,210,9,1
5502,54,Male,30,18,2,25,Basic,Annual,167,23,1
5503,33,Female,44,22,3,20,Premium,Monthly,875,27,1
5504,41,Male,48,18,4,19,Basic,Quarterly,165,26,1
5505,27,Female,32,18,10,11,Premium,Monthly,591,1,1
5506,48,Female,38,26,7,8,Standard,Annual,695,11,1
5507,54,Female,15,6,4,6,Basic,Quarterly,450,25,1
5508,28,Male,9,9,7,10,Basic,Annual,774,19,1
5509,29,Male,48,26,5,12,Standard,Quarterly,993,23,1
5510,37,Male,5,16,0,30,Basic,Quarterly,467,5,1
5511,19,Male,5,6,2,11,Basic,Quarterly,963,12,1
5512,25,Male,31,3,9,16,Standard,Annual,620,3,1
5513,35,Male,38,23,8,3,Basic,Monthly,504,20,1
5514,36,Female,47,26,0,20,Premium,Annual,289,5,1
5515,31,Male,32,7,7,1,Premium,Quarterly,364,9,1
5516,49,Female,11,4,2,26,Standard,Quarterly,680,15,1
5517,19,Male,24,21,3,4,Standard,Monthly,507,30,1
5518,55,Female,54,16,2,15,Premium,Quarterly,835,28,1
5519,47,Female,18,15,2,22,Standard,Monthly,127,23,1
5520,51,Male,2,7,7,12,Standard,Monthly,477,21,1
5521,30,Female,50,24,0,6,Standard,Monthly,220,10,1
5522,61,Female,17,20,7,8,Basic,Monthly,162,13,1
5523,38,Female,47,6,4,22,Basic,Monthly,968,6,1
5524,46,Female,23,26,1,25,Premium,Annual,295,3,1
5525,27,Female,55,22,5,26,Premium,Monthly,151,5,1
5526,21,Female,22,5,9,10,Basic,Annual,698,3,1
5527,26,Female,15,24,8,14,Premium,Quarterly,775,27,1
5528,30,Male,28,10,9,2,Premium,Annual,275,25,1
5529,29,Female,7,13,2,13,Standard,Annual,691,12,0
5530,21,Female,60,18,4,17,Basic,Quarterly,821,7,1
5531,59,Female,59,3,8,13,Basic,Quarterly,808,7,1
5532,55,Male,50,21,1,23,Premium,Annual,859,6,1
5533,42,Male,21,17,8,18,Premium,Monthly,912,6,1
5534,47,Male,18,27,2,0,Basic,Annual,744,7,0
5535,21,Female,30,20,6,10,Standard,Annual,291,12,1
5536,43,Male,16,29,4,16,Premium,Quarterly,571,1,0
5537,54,Male,50,10,5,18,Basic,Quarterly,148,4,1
5538,41,Male,16,3,1,18,Standard,Monthly,800,27,1
5539,55,Female,3,1,4,5,Standard,Quarterly,712,1,1
5540,48,Female,59,7,1,15,Standard,Annual,535,4,0
5541,47,Female,28,19,8,20,Premium,Monthly,626,25,1
5542,44,Male,1,22,8,19,Premium,Annual,964,28,1
5543,50,Female,24,12,4,30,Premium,Monthly,463,21,1
5544,43,Male,7,1,3,14,Standard,Monthly,748,14,1
5545,43,Male,60,16,3,17,Premium,Annual,626,12,0
5546,63,Male,43,1,9,21,Basic,Monthly,177,2,1
5547,57,Male,48,25,5,11,Premium,Monthly,108,19,1
5548,64,Female,37,18,2,11,Premium,Annual,758,28,1
5549,19,Female,47,14,6,5,Basic,Quarterly,117,7,1
5550,49,Female,8,25,0,9,Premium,Quarterly,732,5,0
5551,25,Male,55,6,6,5,Basic,Monthly,256,6,1
5552,24,Male,10,20,0,16,Standard,Annual,889,28,0
5553,63,Female,37,11,9,8,Standard,Quarterly,851,30,1
5554,59,Female,3,20,8,3,Standard,Annual,722,19,1
5555,24,Female,15,25,3,21,Standard,Monthly,805,25,1
5556,59,Female,38,16,7,24,Standard,Quarterly,232,4,1
5557,49,Female,5,15,6,1,Standard,Monthly,416,13,1
5558,58,Male,24,6,2,11,Standard,Quarterly,170,13,1
5559,56,Male,48,26,1,26,Premium,Annual,770,13,1
5560,20,Female,55,30,6,26,Basic,Annual,164,15,1
5561,29,Female,38,21,0,5,Premium,Annual,912,4,0
5562,49,Male,35,6,8,5,Standard,Monthly,829,19,1
5563,44,Female,34,20,4,7,Premium,Quarterly,826,10,0
5564,28,Female,24,2,1,29,Standard,Quarterly,798,29,1
5565,28,Male,50,30,2,12,Basic,Annual,324,7,1
5566,21,Male,30,7,9,17,Standard,Quarterly,520,11,1
5567,39,Female,18,6,8,1,Standard,Annual,938,10,1
5568,32,Male,4,26,4,24,Basic,Quarterly,674,14,1
5569,39,Male,24,11,0,0,Basic,Quarterly,804,7,0
5570,25,Female,35,19,8,18,Basic,Annual,731,14,1
5571,58,Male,16,23,1,5,Premium,Quarterly,668,20,1
5572,29,Female,56,27,7,24,Basic,Annual,532,13,1
5573,24,Male,58,27,9,9,Standard,Quarterly,716,28,1
5574,31,Male,45,1,1,10,Standard,Quarterly,613,5,0
5575,60,Female,58,6,3,18,Basic,Monthly,337,11,1
5576,61,Female,47,20,2,19,Standard,Monthly,930,3,1
5577,61,Male,44,4,5,16,Standard,Monthly,375,23,1
5578,31,Male,27,11,6,0,Standard,Monthly,502,20,1
5579,18,Female,40,29,10,2,Standard,Monthly,939,18,1
5580,62,Male,39,28,10,14,Standard,Monthly,784,9,1
5581,39,Female,35,12,0,29,Basic,Quarterly,302,17,1
5582,24,Male,11,7,2,3,Standard,Annual,803,8,0
5583,65,Female,40,8,6,0,Standard,Annual,986,26,1
5584,64,Male,10,16,10,20,Basic,Monthly,508,2,1
5585,30,Male,15,15,3,6,Standard,Annual,417,2,1
5586,60,Female,45,7,9,3,Premium,Monthly,392,22,1
5587,40,Female,45,11,5,19,Standard,Annual,961,2,1
5588,53,Male,22,19,6,3,Premium,Annual,134,27,1
5589,21,Male,48,2,8,28,Basic,Quarterly,765,12,1
5590,54,Female,51,21,3,14,Premium,Monthly,633,6,1
5591,43,Female,57,23,7,15,Premium,Monthly,418,1,1
5592,43,Female,5,22,1,14,Basic,Monthly,556,16,1
5593,45,Female,39,5,8,2,Premium,Annual,277,19,1
5594,33,Male,35,8,7,1,Basic,Quarterly,279,23,1
5595,49,Female,10,25,0,15,Standard,Monthly,740,11,1
5596,43,Female,4,13,9,16,Basic,Monthly,740,20,1
5597,38,Female,17,19,4,11,Premium,Monthly,813,24,1
5598,32,Female,31,25,8,11,Standard,Quarterly,1000,16,1
5599,57,Male,18,29,10,17,Standard,Annual,233,5,1
5600,37,Male,40,14,10,4,Premium,Quarterly,280,12,1
5601,22,Male,3,5,8,13,Standard,Quarterly,390,29,1
5602,21,Male,45,29,10,0,Standard,Monthly,800,30,1
5603,63,Female,10,5,5,3,Basic,Annual,240,21,1
5604,56,Male,59,15,6,29,Premium,Annual,402,17,1
5605,42,Female,58,9,2,15,Standard,Quarterly,218,17,1
5606,51,Female,28,22,10,0,Basic,Quarterly,865,1,1
5607,65,Female,28,5,4,14,Premium,Monthly,900,29,1
5608,39,Female,53,30,0,26,Premium,Annual,629,1,1
5609,56,Female,50,14,7,7,Basic,Monthly,661,12,1
5610,43,Male,55,30,3,29,Basic,Quarterly,543,8,1
5611,42,Female,42,26,1,19,Premium,Quarterly,976,29,1
5612,55,Female,35,5,4,22,Premium,Annual,446,15,1
5613,49,Male,57,24,3,28,Premium,Annual,113,13,1
5614,32,Female,41,18,2,28,Basic,Annual,558,30,1
5615,20,Female,26,12,7,25,Basic,Annual,813,4,1
5616,59,Female,44,15,6,4,Premium,Quarterly,300,13,1
